N;Approx
1843;0.0366707
1844;0.0365058
1845;0.0363413
1846;0.0361771
1847;0.0360132
1848;0.0358496
1849;0.0356863
1850;0.0355233
1851;0.0353606
1852;0.0351982
1853;0.0350361
1854;0.0348743
1855;0.0347128
1856;0.0345516
1857;0.0343907
1858;0.0342301
1859;0.0340698
1860;0.0339097
1861;0.03375
1862;0.0335906
1863;0.0334315
1864;0.0332726
1865;0.0331141
1866;0.0329558
1867;0.0327978
1868;0.0326402
1869;0.0324828
1870;0.0323257
1871;0.0321689
1872;0.0320123
1873;0.0318561
1874;0.0317002
1875;0.0315445
1876;0.0313891
1877;0.031234
1878;0.0310792
1879;0.0309247
1880;0.0307704
1881;0.0306165
1882;0.0304628
1883;0.0303094
1884;0.0301563
1885;0.0300034
1886;0.0298509
1887;0.0296986
1888;0.0295466
1889;0.0293949
1890;0.0292434
1891;0.0290922
1892;0.0289413
1893;0.0287907
1894;0.0286404
1895;0.0284903
1896;0.0283405
1897;0.0281909
1898;0.0280417
1899;0.0278927
1900;0.027744
1901;0.0275955
1902;0.0274474
1903;0.0272995
1904;0.0271518
1905;0.0270044
1906;0.0268573
1907;0.0267105
1908;0.0265639
1909;0.0264176
1910;0.0262716
1911;0.0261258
1912;0.0259803
1913;0.025835
1914;0.0256901
1915;0.0255453
1916;0.0254009
1917;0.0252567
1918;0.0251127
1919;0.0249691
1920;0.0248256
1921;0.0246825
1922;0.0245396
1923;0.0243969
1924;0.0242545
1925;0.0241124
1926;0.0239705
1927;0.0238289
1928;0.0236875
1929;0.0235464
1930;0.0234056
1931;0.023265
1932;0.0231246
1933;0.0229845
1934;0.0228447
1935;0.0227051
1936;0.0225657
1937;0.0224266
1938;0.0222878
1939;0.0221492
1940;0.0220109
1941;0.0218728
1942;0.0217349
1943;0.0215973
1944;0.02146
1945;0.0213228
1946;0.021186
1947;0.0210494
1948;0.020913
1949;0.0207769
1950;0.020641
1951;0.0205053
1952;0.0203699
1953;0.0202348
1954;0.0200999
1955;0.0199652
1956;0.0198307
1957;0.0196965
1958;0.0195626
1959;0.0194289
1960;0.0192954
1961;0.0191622
1962;0.0190292
1963;0.0188964
1964;0.0187639
1965;0.0186316
1966;0.0184995
1967;0.0183677
1968;0.0182361
1969;0.0181047
1970;0.0179736
1971;0.0178427
1972;0.0177121
1973;0.0175817
1974;0.0174515
1975;0.0173215
1976;0.0171918
1977;0.0170623
1978;0.016933
1979;0.016804
1980;0.0166752
1981;0.0165466
1982;0.0164183
1983;0.0162901
1984;0.0161622
1985;0.0160346
1986;0.0159071
1987;0.0157799
1988;0.0156529
1989;0.0155261
1990;0.0153996
1991;0.0152733
1992;0.0151472
1993;0.0150213
1994;0.0148957
1995;0.0147702
1996;0.014645
1997;0.01452
1998;0.0143953
1999;0.0142707
2000;0.0141464
2001;0.0140223
2002;0.0138984
2003;0.0137747
2004;0.0136513
2005;0.0135281
2006;0.013405
2007;0.0132822
2008;0.0131597
2009;0.0130373
2010;0.0129151
2011;0.0127932
2012;0.0126715
2013;0.01255
2014;0.0124287
2015;0.0123076
2016;0.0121867
2017;0.0120661
2018;0.0119456
2019;0.0118254
2020;0.0117054
2021;0.0115856
2022;0.011466
2023;0.0113466
2024;0.0112274
2025;0.0111084
2026;0.0109897
2027;0.0108711
2028;0.0107528
2029;0.0106346
2030;0.0105167
2031;0.010399
2032;0.0102815
2033;0.0101641
2034;0.010047
2035;0.00993012
2036;0.00981342
2037;0.00969693
2038;0.00958064
2039;0.00946455
2040;0.00934867
2041;0.00923298
2042;0.0091175
2043;0.00900222
2044;0.00888715
2045;0.00877227
2046;0.00865759
2047;0.00854312
2048;0.00842884
2049;0.00831476
2050;0.00820089
2051;0.00808721
2052;0.00797372
2053;0.00786044
2054;0.00774735
2055;0.00763447
2056;0.00752177
2057;0.00740928
2058;0.00729698
2059;0.00718487
2060;0.00707296
2061;0.00696124
2062;0.00684972
2063;0.00673839
2064;0.00662726
2065;0.00651632
2066;0.00640557
2067;0.00629502
2068;0.00618465
2069;0.00607448
2070;0.0059645
2071;0.00585471
2072;0.00574511
2073;0.0056357
2074;0.00552648
2075;0.00541745
2076;0.00530861
2077;0.00519996
2078;0.00509149
2079;0.00498322
2080;0.00487513
2081;0.00476723
2082;0.00465951
2083;0.00455198
2084;0.00444464
2085;0.00433749
2086;0.00423052
2087;0.00412373
2088;0.00401713
2089;0.00391071
2090;0.00380448
2091;0.00369843
2092;0.00359256
2093;0.00348688
2094;0.00338138
2095;0.00327606
2096;0.00317092
2097;0.00306597
2098;0.0029612
2099;0.0028566
2100;0.00275219
2101;0.00264796
2102;0.0025439
2103;0.00244003
2104;0.00233634
2105;0.00223282
2106;0.00212948
2107;0.00202632
2108;0.00192334
2109;0.00182054
2110;0.00171791
2111;0.00161546
2112;0.00151318
2113;0.00141109
2114;0.00130916
2115;0.00120742
2116;0.00110584
2117;0.00100445
2118;0.000903222
2119;0.000802173
2120;0.000701297
2121;0.000600594
2122;0.000500065
2123;0.000399708
2124;0.000299523
2125;0.000199511
2126;9.96696e-05
2127;0
